Identifiant de l'opération;Titre de l'opération;Titre du projet lauréat;Edition;Thématique;Direction pilote de l'opération;Type de financement de l'opération;Adresse de l'opération;Arrondissement de l'opération;Longitude;Latitude;Opération en Quartier Populaire;Quartier de l'opération;Avancement de l'opération;Date de début des études de l'opération;Date de lancement des procédures de l'opération;Date de lancement des travaux de l'opération;Date prévisonnelle de livraison de l'opération;Date d'ouverture de l'opération au public;Identifiant du projet lauréat;Lien URL vers le projet soumis au vote;Lien URL vers le projet lauréat;Direction pilote du projet lauréat;Budget global du projet lauréat;Echelle du Budget participatif;Adresse du projet lauréat;Arrondissement du projet lauréat;Projet en Quartier populaire;Avancement du projet;Date de début des études du projet;Date de lancement des procédures du projet;Date de lancement des travaux du projet;Date prévisonnelle de livraison du projet;Date d'ouverture du projet au public;Dernière mise à jour des données du projet;geo_shape;geo_point_2d
8292;Rénover les écoles du 20e / Abris Vélo;Rénover les écoles du 20e;2024;Education et jeunesse;Direction des Affaires Scolaires;179;94 Rue des Couronnes;75020;2.387673;48.870421;;;FIN;2024-11;2025-06;2025-06;2025-09;2025-09;11723;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=001692;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11723&portlet_id=158;Direction des Affaires Scolaires;2580000;Budget participatif d’arrondissement;6 Place Gambetta;75020;Non;LIVRAISON;2024-11;2025-03;2025-04;2025-08;;;"{""coordinates"": [2.387672999725759, 48.87042099964796], ""type"": ""Point""}";48.87042099964796, 2.387672999725759
8295;Rénover les écoles du 20e / EM Pali kao - Sanitaires;Rénover les écoles du 20e;2024;Education et jeunesse;Direction Constructions Publiques et Architecture;;32 Rue de Pali-Kao;75020;2.382206;48.870415;;;TRAVAUX;2024-11;2025-05;2025-08;2026-09;;11723;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=001692;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11723&portlet_id=158;Direction des Affaires Scolaires;2580000;Budget participatif d’arrondissement;6 Place Gambetta;75020;Non;LIVRAISON;2024-11;2025-03;2025-04;2025-08;;;"{""coordinates"": [2.38220599973835, 48.870415000302195], ""type"": ""Point""}";48.870415000302195, 2.38220599973835
8325;Mur peint;Embellissons la galerie du Square Dunois;2024;Cadre de vie;Direction des Affaires Culturelles;;Square Dunois;75013;2.366492;48.833709;;;ETUDES;2024-11;;;;;11719;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=001687;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11719&portlet_id=158;Direction des Affaires Culturelles;160000;Budget participatif d’arrondissement;Square Dunois;75013;Non;PROCEDURES;2024-11;2025-06;;;;;"{""coordinates"": [2.366491999423047, 48.833709000288685], ""type"": ""Point""}";48.833709000288685, 2.366491999423047
8338;Un mur interactif à Max Rousié;Rénover les équipements sportifs des quartiers populaires;2024;Sport;Direction de la Jeunesse et des Sports;;28 Rue André Bréchet;75017;2.325251;48.899125;;;ETUDES;2024-11;;;;;11730;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=001698;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11730&portlet_id=158;Direction de la Jeunesse et des Sports;1270000;Budget participatif d’arrondissement;20 Rue des Batignolles;75017;Oui;ETUDES;2024-11;;;;;;"{""coordinates"": [2.3252509993433486, 48.89912499971236], ""type"": ""Point""}";48.89912499971236, 2.3252509993433486
8346;Rendons accessible à tous l'église St jacques St Christophe place de Bitche;Plus agréable et plus accessible, marchons la ville;2024;Cadre de vie;Direction des Affaires Culturelles;;Place de Bitche;75019;2.379431;48.889024;;;PROCEDURES;2025-02;2025-07;2026-11;2027-07;;11763;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=001731;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11763&portlet_id=158;Direction des Espaces Verts et de l’Environnement;2210000;Budget participatif d’arrondissement;7 Place Armand Carrel;75019;Oui;PROCEDURES;2025-02;2025-07;2026-11;2025-12;;;"{""coordinates"": [2.37943099944601, 48.88902399983995], ""type"": ""Point""}";48.88902399983995, 2.37943099944601
8347;Tronçon PC19 rue de Thioville - quai de la Marne;Plus agréable et plus accessible, marchons la ville;2024;Cadre de vie;Direction des Espaces Verts et de l’Environnement;Régie;Rue de Thionville;75019;2.383504;48.889185;;;(non démarré);;;;;;11763;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=001731;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11763&portlet_id=158;Direction des Espaces Verts et de l’Environnement;2210000;Budget participatif d’arrondissement;7 Place Armand Carrel;75019;Oui;PROCEDURES;2025-02;2025-07;2026-11;2025-12;;;"{""coordinates"": [2.383503999558156, 48.889184999987414], ""type"": ""Point""}";48.889184999987414, 2.383503999558156
8388;Rénovons la salle Jean Aicard;Améliorer le patrimoine associatif de Belleville;2024;Cadre de vie;Direction de la Démocratie, des Citoyens et des Territoires;;10 Avenue Jean Aicard;75011;2.381598;48.865115;;;ETUDES;2024-11;;;;;11773;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=J&idee=001736;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11773&portlet_id=158;Direction de la Démocratie, des Citoyens et des Territoires;1220000;Budget participatif d’arrondissement;12 Place Léon Blum;75011;Oui;ETUDES;2024-11;2025-11;2026-02;2026-04;;;"{""coordinates"": [2.3815980005849586, 48.865114999653], ""type"": ""Point""}";48.865114999653, 2.3815980005849586
8420;Fresque escaliers Colette Vivier;De l'art urbain dans le 17e;2018;Culture et patrimoine;Direction des Affaires Culturelles;;6 Rue Fourneyron;75017;2.319643;48.889783;;;FIN;2024-09;2024-12;2025-08;2025-09;2025-10;6168;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002104;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6168&portlet_id=158;Direction des Affaires Culturelles;275000;Budget participatif d’arrondissement;41 avenue de Clichy;75017;Non;FIN;2019-11;2020-06;2022-07;2022-07;2025-10;;"{""coordinates"": [2.3196430000394495, 48.88978300014634], ""type"": ""Point""}";48.88978300014634, 2.3196430000394495
8421;Ralentisseurs et revêtements phoniques - 02/plateau Dublin;Protéger les piétons et réduire les nuisances sonores;2022;Prévention et sécurité;Direction de la Voirie et des Déplacements;;Place de Dublin;75008;2.324764;48.880507;;;ETUDES;2025-03;;;;;10652;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001774;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10652&portlet_id=158;Direction de la Voirie et des Déplacements;2000000;Budget participatif d’arrondissement;mairie du 8e Arrondissement;75008;Non;LIVRAISON;2022-10;2023-04;2023-05;2023-06;;;"{""coordinates"": [2.324763999607436, 48.88050700031212], ""type"": ""Point""}";48.88050700031212, 2.324763999607436
8446;Pimp Your Waste - financement R&D et aménagement de son atelier;Diminuer les déchets, augmenter la récup’;2023;Propreté;;;74 Avenue Gaston Roussel;93230;2.430937;48.89452;;;TRAVAUX;2025-01;2025-10;2025-03;2026-02;;11113;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001764;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11113&portlet_id=158;Direction de l’Attractivité et de l’Emploi;2500000;Budget participatif parisien;Place de l'hôtel de Ville;75004;Non;LIVRAISON;2023-10;2024-11;2024-12;2025-02;;;"{""coordinates"": [2.4309370002652493, 48.89452000020338], ""type"": ""Point""}";48.89452000020338, 2.4309370002652493
2715;Favoriser le sport dans les jardins du 17e / sq. Ernest Gouin.;Favoriser le sport dans les jardins du 17e;2015;Cadre de vie;Direction des Espaces Verts et de l’Environnement;Régie;20 Rue des Batignolles;75017;2.3218;48.8845;non;26;FIN;2016-02;2016-09;2016-10;2016-11;2016-11;1446;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1446&portlet_id=158;Direction des Espaces Verts et de l’Environnement;50000;Budget participatif d’arrondissement;20 Rue des Batignolles;75017;Non;FIN;2016-02;2016-09;2016-10;2016-11;2016-11;;"{""coordinates"": [2.3217999993297576, 48.884499999701724], ""type"": ""Point""}";48.884499999701724, 2.3217999993297576
2718;Installer des bancs publics supplémentaires dans le 17e arrondissement;Installer des bancs publics supplémentaires dans le 17e arrondissement;2015;Cadre de vie;Direction de la Voirie et des Déplacements;;20 Rue des Batignolles;75017;2.3218;48.8845;non;26;FIN;2016-03;2016-04;2016-10;2017-03;2017-03;1459;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1459&portlet_id=158;Direction de la Voirie et des Déplacements;5000;Budget participatif d’arrondissement;20 Rue des Batignolles;75017;Non;FIN;2016-03;2016-04;2016-10;2017-03;2017-03;;"{""coordinates"": [2.3217999993297576, 48.884499999701724], ""type"": ""Point""}";48.884499999701724, 2.3217999993297576
2721;Mise en valeur du parvis de l'église Saint-Joseph des Épinettes;Mise en valeur du parvis de l'église Saint-Joseph des Épinettes;2015;Culture et patrimoine;Direction de la Voirie et des Déplacements;;40 Rue Pouchet;75017;2.3203;48.8937;non;67;FIN;2016-03;2016-08;2016-12;2016-12;2016-12;1464;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1464&portlet_id=158;Direction de la Voirie et des Déplacements;50000;Budget participatif d’arrondissement;40 Rue Pouchet;75017;Non;FIN;2016-03;2016-08;2016-12;2016-12;2016-12;;"{""coordinates"": [2.320299999943507, 48.89370000002048], ""type"": ""Point""}";48.89370000002048, 2.320299999943507
2738;Élargir le trottoir rue Poncelet;Élargir le trottoir rue Poncelet;2015;Mobilités;Direction de la Voirie et des Déplacements;;18 Rue Poncelet;75017;2.2974;48.8792;non;42;FIN;2016-02;2017-02;2017-08;2017-09;2017-09;1498;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1498&portlet_id=158;Direction de la Voirie et des Déplacements;87000;Budget participatif d’arrondissement;18 Rue Poncelet;75017;Non;FIN;2016-02;2017-02;2017-08;2017-09;2017-09;;"{""coordinates"": [2.2973999998641688, 48.87919999985465], ""type"": ""Point""}";48.87919999985465, 2.2973999998641688
2747;Verdir la rue Saint-Denis;Verdir la rue Saint-Denis;2015;Cadre de vie;Direction des Espaces Verts et de l’Environnement;Régie;Rue Saint-Denis;75002;2.3499;48.8638;non;78;FIN;2016-01;2016-06;2016-07;2019-08;2019-07;1516;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1516&portlet_id=158;Direction des Espaces Verts et de l’Environnement;35000;Budget participatif d’arrondissement;Rue Saint-Denis;75002;Non;FIN;2016-01;2016-06;2016-07;2019-08;2019-07;;"{""coordinates"": [2.3498999994288763, 48.86379999986302], ""type"": ""Point""}";48.86379999986302, 2.3498999994288763
2783;Aire de fitness sur le canal de l'Ourcq;Des parcours sport et santé dans le 19e;2015;Sport;Direction de la Jeunesse et des Sports;;rue Ella Fitzgerald;75019;2.3963;48.8968;oui;103;FIN;2016-02;2017-01;2017-11;2018-02;2018-03;1616;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1616&portlet_id=158;Direction de la Jeunesse et des Sports;320000;Budget participatif d’arrondissement;7 Place Armand Carrel;75019;Non;FIN;2016-02;2017-01;2017-11;2018-02;2019-12;;"{""coordinates"": [2.396300000501618, 48.896800000451165], ""type"": ""Point""}";48.896800000451165, 2.396300000501618
2838;Végétalisation de la place de la Fontaine Timbaud;Végétalisation de la place de la Fontaine Timbaud;2015;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;Place de la Fontaine Timbaud;75011;2.3716;48.8662;non;112;FIN;2016-05;2016-10;2021-12;2021-12;2021-12;1820;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1820&portlet_id=158;Direction des Espaces Verts et de l’Environnement;150000;Budget participatif d’arrondissement;Place de la Fontaine Timbaud;75011;Non;FIN;2016-05;2016-10;2021-12;2021-12;2021-12;;"{""coordinates"": [2.3716000006681766, 48.86619999987492], ""type"": ""Point""}";48.86619999987492, 2.3716000006681766
2862;Poser un tapis phonique et une végétalisation associative rue de Bagnolet;Poser un tapis phonique et une végétalisation associative rue de Bagnolet;2015;Cadre de vie;Direction de la Voirie et des Déplacements;;Rue de Bagnolet;75020;2.4016;48.8605;non;55;FIN;2016-03;2016-07;2018-06;2018-08;2018-08;1917;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1917&portlet_id=158;Direction de la Voirie et des Déplacements;320000;Budget participatif d’arrondissement;Rue de Bagnolet;75020;Non;FIN;2016-03;2016-07;2018-06;2018-08;2018-08;;"{""coordinates"": [2.4016000005352893, 48.86049999964601], ""type"": ""Point""}";48.86049999964601, 2.4016000005352893
2878;Jardin d'Alice - Jardin partagé rue Louis Blanc;Création d'un espace vert partagé rue Louis Blanc;2015;Cadre de vie;Direction du Logement et de l’Habitat;;4 Rue Louis Blanc;75010;2.3694;48.8789;oui;59;FIN;2016-06;2017-03;2017-06;2018-11;2018-12;2028;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2028&portlet_id=158;Direction du Logement et de l’Habitat;180000;Budget participatif d’arrondissement;4 Rue Louis Blanc;75010;Oui;FIN;2016-06;2017-03;2017-06;2018-11;2018-12;;"{""coordinates"": [2.369400000338833, 48.878899999738465], ""type"": ""Point""}";48.878899999738465, 2.369400000338833
2921;Jardin pédagogique école polyvalente Saint Martin;Jardin pédagogique et énergie positive à l’école Saint-Martin;2016;Environnement;Direction des Affaires Scolaires;;211 Rue Saint-Martin;75003;2.3528;48.8641;non;198;FIN;2017-06;2017-09;2018-07;2019-05;2019-05;2337;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002360;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2337&portlet_id=158;Direction des Affaires Scolaires;300000;Budget participatif d’arrondissement;211 Rue Saint-Martin;75003;Non;FIN;2017-06;2017-09;2018-07;2019-05;2019-05;;"{""coordinates"": [2.3527999996095255, 48.864099999698766], ""type"": ""Point""}";48.864099999698766, 2.3527999996095255
2930;Des mots et des fleurs;Des mots et des fleurs;2016;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;2, Place Baudoyer;75004;2.35567;48.85616;non;115;FIN;2017-06;2018-03;2018-07;2018-09;2018-09;2305;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=000314;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2305&portlet_id=158;Direction des Espaces Verts et de l’Environnement;4000;Budget participatif d’arrondissement;2 Place Baudoyer;75004;Non;FIN;2017-06;2018-03;2018-07;2018-09;2018-09;;"{""coordinates"": [2.3556699993608814, 48.85615999994895], ""type"": ""Point""}";48.85615999994895, 2.3556699993608814
2935;Beaubourg backstage;;2016;Cadre de vie;Direction de la Voirie et des Déplacements;;Rue Simon le Franc;75004;2.353385;48.86019;non;117;FIN;;2022-02;;;2023-02;2330;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002009;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2330&portlet_id=158;Direction de la Voirie et des Déplacements;580000;Budget participatif d’arrondissement;Rues Simon le Franc et Geoffroy l'Angevin;75004;Non;FIN;;2022-02;;;2023-02;;"{""coordinates"": [2.3533850004514045, 48.860189999707266], ""type"": ""Point""}";48.860189999707266, 2.3533850004514045
2961;Une promenade plantée pour le boulevard de Charonne;Une promenade plantée pour le boulevard de Charonne;2016;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;Boulevard de Charonne;75011;2.3944;48.8535;non;84;FIN;2017-02;2018-06;2020-08;2021-03;2021-08;2774;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=001094;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2774&portlet_id=158;Direction des Espaces Verts et de l’Environnement;1000000;Budget participatif d’arrondissement;Boulevard de Charonne;75011;Non;FIN;2017-02;2018-01;2019-06;2019-10;2021-08;;"{""coordinates"": [2.3943999997327494, 48.85349999964517], ""type"": ""Point""}";48.85349999964517, 2.3943999997327494
2971;Un lieu pour les jeunes par les jeunes !;Un lieu pour les jeunes par les jeunes !;2016;Education et jeunesse;Direction de la Jeunesse et des Sports;179;7 Rue de la Ville Neuve;75002;2.3485;48.8697;non;124;FIN;2017-03;2018-11;2019-04;2020-11;2021-12;2759;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=001793;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2759&portlet_id=158;Direction de la Jeunesse et des Sports;400000;Budget participatif d’arrondissement;Rue de la Ville Neuve;75002;Non;FIN;2017-03;2018-11;2019-04;2020-11;2021-12;;"{""coordinates"": [2.3485000001818768, 48.86970000018351], ""type"": ""Point""}";48.86970000018351, 2.3485000001818768
3038;AMIRAUX (19) MAT;Pour que toutes les écoles du 18e aient des outils numériques innovants;2016;Education et jeunesse;Direction des Affaires Scolaires;Régie;19, Rue des Amiraux;75018;2.35039;48.89462;oui;19;FIN;2017-01;2017-04;2017-06;2017-12;2017-12;2630;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003504;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2630&portlet_id=158;Direction des Affaires Scolaires;750000;Budget participatif d’arrondissement;1 Place Jules Joffrin;75018;Non;FIN;2017-01;2017-04;2017-06;2017-12;2017-12;;"{""coordinates"": [2.350389999860818, 48.894619999850335], ""type"": ""Point""}";48.894619999850335, 2.350389999860818
3049;Couverture des 3 courts de tennis du stade Max Rousié;Couverture des 3 courts de tennis du stade Max Rousié;2016;Sport;Direction de la Jeunesse et des Sports;;28, rue André Brechet;75017;2.3252;48.8991;oui;51;FIN;2016-12;2017-03;2019-07;2019-12;2019-12;2684;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003537;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2684&portlet_id=158;Direction de la Jeunesse et des Sports;900000;Budget participatif d’arrondissement;28 Rue André Bréchet;75017;Oui;FIN;2016-12;2017-03;2019-07;2019-12;2019-12;;"{""coordinates"": [2.3251999997107893, 48.89909999998179], ""type"": ""Point""}";48.89909999998179, 2.3251999997107893
3059;Agrandir les réféctoires des écoles PICPUS;Des conditions d’études améliorées pour les élèves du 12e;2016;Education et jeunesse;Direction des Affaires Scolaires;;56 rue de Picpus;75012;2.3966;48.8436;non;192;FIN;2016-10;2017-01;2018-02;2018-09;2018-09;2505;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003581;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2505&portlet_id=158;Direction des Affaires Scolaires;280000;Budget participatif d’arrondissement;130 Avenue Daumesnil;75012;Non;FIN;2016-10;2017-01;2017-12;2017-10;2019-03;;"{""coordinates"": [2.3966000005872385, 48.84360000019969], ""type"": ""Point""}";48.84360000019969, 2.3966000005872385
3060;Ponton;Un ponton Place Stalingrad;2016;Cadre de vie;Direction de la Voirie et des Déplacements;;Place de la Bataille de Stalingrad;75019;2.3695;48.8832;non;24;ABANDONNÉ;;;;;;2524;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003567;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2524&portlet_id=158;Direction de la Voirie et des Déplacements;200000;Budget participatif d’arrondissement;Place de la Bataille de Stalingrad;75019;Non;ABANDONNÉ;;;;;;;"{""coordinates"": [2.3695000004983573, 48.88320000043027], ""type"": ""Point""}";48.88320000043027, 2.3695000004983573
